"","index","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","day","time","premium"
"10135","0_2b2ab9ea-f081-4f1d-b34c-5c8b43e23f70","0","0","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","Sunday","afternoon","0"
"10136","0_2b2d021d-1941-4e94-9ab5-cc70f8cee9dc","0","1","1","0","1","1","0","1","0","1","1","0","1","1","0","1","1","1","1","0","Sunday","afternoon","1"
"10137","0_2b2e8451-b05a-4c2d-8a45-6a419fe46cba","0","1","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","1","1","1","Saturday","latenight","1"
"10138","0_2b2f463c-590f-45fd-a599-688cfb587c5c","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10139","0_2b316171-b13c-4446-92ae-ef0282dfb46f","0","1","0","1","1","1","0","1","1","1","1","0","1","1","1","0","0","1","1","1","Sunday","morning","1"
"10140","0_2b31cbb3-d9ce-4c7f-bdb3-3eaa1e774bc7","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","Sunday","morning","1"
"10141","0_2b33079b-1e01-4f68-a39c-216cb53d3c2e","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","Saturday","latenight","1"
"10142","0_2b338fa9-4ade-4d65-bb84-b68eb4ef11e5","0","0","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","Sunday","afternoon","0"
"10143","0_2b351b89-df32-4e30-b70c-4a21cf51a4d7","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Saturday","latenight","1"
"10144","0_2b35d9aa-add2-4df6-b39f-775c2276b732","0","0","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","0","Sunday","afternoon","1"
"10145","0_2b37c58c-385e-415e-a48f-a4ce2046e006","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10146","0_2b391c2b-e902-49ce-872a-7cb1f54ccbbc","0","1","0","1","1","0","1","1","1","0","1","1","1","1","0","0","0","1","1","1","Saturday","evening","1"
"10147","0_2b3997cd-2de9-4b43-8679-e966dfe09e94","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","Saturday","evening","0"
"10148","0_2b3c9a82-bbea-4b60-a476-d2d51be9be25","0","1","1","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"10149","0_2b3c9f11-e1dd-4fa1-824d-c13d176e5288","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"10150","0_2b3d33e2-a61a-483b-825a-fe10884acc73","0","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","1","0","0","1","Saturday","latenight","1"
"10151","0_2b42a924-148e-4d69-939b-8825df818ff7","0","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","Sunday","afternoon","1"
"10152","0_2b42b3c0-cf8e-4f01-8681-11b77dab7642","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","Sunday","afternoon","1"
"10153","0_2b4387ed-c12a-43bb-9743-39c0044ad247","0","1","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","0","1","1","Sunday","evening","0"
"10154","0_2b438a84-bb03-4f2a-ae7d-b48ecf90ff12","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10155","0_2b45775f-0535-4b3a-9e18-6ed53dda24e8","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"10156","0_2b45afc0-1d86-4ca2-aed5-b65be41d7c25","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","Sunday","afternoon","1"
"10157","0_2b45da5a-1ca4-47a4-bb8d-ded262dd0a62","0","1","0","1","1","0","1","0","1","0","1","1","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"10158","0_2b461b3a-f34c-4855-9523-324efcc28c9c","0","1","0","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","Sunday","afternoon","1"
"10159","0_2b4753f9-e437-45a3-8cb6-75c3ee3fa712","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Sunday","evening","1"
"10160","0_2b47854c-938f-47bd-a03d-2898655f9965","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"10161","0_2b47e5ec-282b-45af-a1da-2b6bf628dacd","0","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","Saturday","latenight","1"
"10162","0_2b48bd66-cd60-4923-971f-36d58d33f796","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10163","0_2b48ed15-fce9-45e1-86a3-7017232b9d5c","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10164","0_2b4bf07a-81ce-414b-b33f-22942549e792","0","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","Saturday","evening","1"
"10165","0_2b4d63ed-1159-4742-a1f5-53758e667f2d","0","1","1","1","1","0","1","1","0","1","1","1","0","0","1","1","1","1","1","0","Saturday","evening","1"
"10166","0_2b4ddf03-7a9c-45c4-9702-0651c58db1f6","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"10167","0_2b4df613-7e5a-4415-9ab7-d102127aa141","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10168","0_2b4e78ed-c79d-41ea-94fa-a206a861c972","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"10169","0_2b4f5e9d-1fae-4873-9556-dde85c4c2496","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10170","0_2b4fe996-4459-407d-a726-4fe262f2d767","0","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","0","1","1","Saturday","evening","1"
"10171","0_2b4ff06c-9021-4097-9966-aee8696ba0a3","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10172","0_2b5377a6-f23f-41f2-8846-47be135ccf13","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","afternoon","1"
"10173","0_2b53aa0b-ec9f-412d-81a2-9fb1e16c733d","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","morning","1"
"10174","0_2b5426da-22c8-41e8-a14c-5578f01810c0","0","0","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10175","0_2b543d73-7794-49d8-896e-1bef97ad247a","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","1","Sunday","evening","1"
"10176","0_2b558977-f0bc-4caa-98a4-b0eaa2b578c9","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"10177","0_2b578cac-33e4-4a5d-8456-2fbfabed3965","0","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10178","0_2b584f8b-b850-4059-99fa-8ac809ef5c42","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","Sunday","afternoon","1"
"10179","0_2b58d77e-dd1c-48dd-bc69-38c6d171e789","0","1","1","1","1","0","0","1","0","1","0","1","1","0","0","1","1","0","0","1","Sunday","evening","0"
"10180","0_2b5946e0-8318-4341-8f8b-585204b694d3","0","1","0","1","0","1","1","1","1","0","1","0","1","0","1","0","1","0","0","0","Sunday","morning","0"
"10181","0_2b5ab641-fb0c-43e6-8525-f342760b43fc","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"10182","0_2b5d215c-eb81-4ad0-8583-521b9c292c52","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","Wednesday","afternoon","1"
"10183","0_2b60e06e-ca19-4285-8bc1-2591cc06f0ee","0","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","Saturday","latenight","0"
"10184","0_2b6209a9-a869-4874-a218-f3f60c72de95","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","0","1","1","Sunday","afternoon","1"
"10185","0_2b6499c3-2e18-4f24-9596-2c44e8031bc2","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10186","0_2b667c16-5bcc-4c8b-bc0b-947975101bf6","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"10187","0_2b689c99-00c7-49ee-8616-72eb5a0a3c03","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Saturday","latenight","0"
"10188","0_2b6ab21f-42ba-4be7-9176-905a9fd82fbe","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"10189","0_2b6b8e78-9e52-4105-b926-9f8798b146a6","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10190","0_2b6bb531-9514-49f8-b14a-c26b940a85a0","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10191","0_2b6ca22e-2d6e-42b1-b71b-4023797b5a77","0","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","Saturday","evening","1"
"10192","0_2b6e8571-31c4-4147-a86b-01083ee5f61d","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","0","1","Saturday","latenight","1"
"10193","0_2b6e8cba-3a92-407d-aa19-4dd1bdd362af","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"10194","0_2b6f8ba3-8e1d-449b-b08f-25a8bab109bc","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","Sunday","afternoon","1"
"10195","0_2b71fc8e-6b61-49d9-80d6-25b1f82e125c","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","Sunday","afternoon","0"
"10196","0_2b736414-ac8b-4edc-9615-a6e04b89fe53","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10197","0_2b73c644-0643-4267-9822-f09ade44a396","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","Sunday","morning","0"
"10198","0_2b73d0f1-4df8-439f-8c64-a772510b42dc","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10199","0_2b73e88c-a12f-4813-9a7b-897735e32cde","0","1","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"10200","0_2b749476-e20f-4737-a060-f56b31307e84","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","Saturday","evening","1"
"10201","0_2b75d131-ea62-400a-96ff-024b5226e093","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10202","0_2b7601be-ba4c-4807-adab-d74ecd53794a","0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","Sunday","afternoon","1"
"10203","0_2b774ab8-9f6a-42b7-a234-3c9626fdeb67","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","Sunday","morning","1"
"10204","0_2b7b7a5c-d447-4adc-8f0a-dfb2e26013c1","0","0","1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","Saturday","evening","1"
"10205","0_2b7ba725-b4f5-4f10-a4e0-1b5ffe92b2b2","0","1","0","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","1","Sunday","afternoon","0"
"10206","0_2b7c9625-27db-4f78-8bbd-b26226ea8614","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"10207","0_2b7f0bdd-872f-4bc3-84b5-e698c5955a11","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"10208","0_2b7f4a15-4b57-4065-aece-c618de8090f4","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","1","Sunday","morning","0"
"10209","0_2b7f6575-0495-4b42-afe0-d65fb74d4782","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10210","0_2b80731f-b256-4abc-bef4-90581d5bcc51","0","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","1","1","1","1","Monday","morning","1"
"10211","0_2b813390-3752-4039-811d-cad1e38f67a0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","evening","0"
"10212","0_2b8170a0-98e2-484f-bd0d-ff9fadfec212","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Saturday","latenight","1"
"10213","0_2b839969-af3f-4c39-b8af-b744d003d937","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10214","0_2b839cd1-2764-4db1-ab34-9270ddfeb94f","0","0","1","0","1","0","0","0","1","1","1","0","1","1","1","0","0","1","1","1","Saturday","evening","1"
"10215","0_2b83ef30-8e9c-43a4-8597-8315778ea0a8","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Saturday","latenight","1"
"10216","0_2b85d89c-818e-429b-9316-4ac7af37121c","0","0","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","1","1","1","Sunday","evening","1"
"10217","0_2b86b338-4c98-4ca4-87ff-0ca70f4657f5","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"10218","0_2b8725cf-3ce6-4994-9138-3d72fa756572","0","1","1","1","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","Sunday","afternoon","1"
"10219","0_2b89303f-5c02-4d24-b5cf-c35248ce0957","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"10220","0_2b89d700-0eef-439d-a69f-b88ffb3ea623","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","Saturday","latenight","1"
"10221","0_2b8acee3-dc29-4c58-846f-5ed5d490b791","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","Sunday","afternoon","1"
"10222","0_2b8bbfb9-ddd1-4fbc-9a87-4ee5ef093832","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","Sunday","afternoon","1"
"10223","0_2b8be2a9-52ba-4d5d-9b52-bfa01dab729b","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"10224","0_2b8c842e-4d96-430a-9f9c-bc259e36fb8e","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10225","0_2b8d93e1-9f75-4018-9291-8b888995cd7d","0","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","0","1","1","1","Saturday","latenight","1"
"10226","0_2b8d9fd2-9fc6-4db6-98b4-2fc1e32a8221","0","0","1","0","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","Sunday","afternoon","0"
"10227","0_2b8efb51-b6f8-441c-bd1f-a1c888b9042a","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","Sunday","afternoon","1"
"10228","0_2b9001e2-ca70-4362-b669-ae4c7a6f4cd0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"10229","0_2b92356b-47bf-499a-9d2d-b1e821a3da05","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"10230","0_2b941d45-ba6f-45f3-a365-c04ae554693a","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","1"
"10231","0_2b9487ad-eb8d-41db-830c-b869f82dbe97","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","Sunday","evening","0"
"10232","0_2b94ae29-8c00-47fb-a173-66fae279bc34","0","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","Saturday","evening","1"
"10233","0_2b96c14b-a684-4bb8-944a-7a143b20131c","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","Sunday","morning","1"
"10234","0_2b96ec61-24e7-47a4-bf6c-4b089a32bb96","0","1","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10235","0_2b979719-c8e7-426a-bf5f-a475eed4ea33","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","0"
"10236","0_2b9a84d9-7af1-471b-8da4-466b54b46a5d","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","Sunday","afternoon","1"
"10237","0_2b9b5119-bd32-4e34-8d71-71d5efdab8db","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","Saturday","evening","1"
"10238","0_2b9c436c-0c98-45bb-8436-5a3cb8790163","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","Sunday","afternoon","1"
"10239","0_2b9f25c4-85a8-4500-ad54-5453bcd3e489","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"10240","0_2ba1326a-fd63-46b9-8e9e-7f79d6ba0f65","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10241","0_2ba19992-dc1b-4fd2-b29b-9fed9f696708","0","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10242","0_2ba1aa8b-4e85-4aeb-b7b8-23085c624374","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","Sunday","morning","1"
"10243","0_2ba3d240-cbcd-4fd9-be62-f6db4420ecc9","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","Sunday","evening","1"
"10244","0_2ba4cf26-f1a0-4116-aed6-2137658ea52c","0","1","0","1","0","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","Saturday","evening","1"
"10245","0_2ba6bd33-2d44-4ec5-821e-a01785246336","0","1","0","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","morning","1"
"10246","0_2ba841f8-eab8-4b90-a255-1265779799f1","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","Sunday","afternoon","1"
"10247","0_2ba8833f-cf6d-406f-aa98-b37b16626a69","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10248","0_2ba89655-7332-41a8-9942-2ccba083c5b0","0","1","1","1","0","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","Saturday","evening","1"
"10249","0_2ba91804-964b-4cce-a351-6786429728bf","0","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","Sunday","afternoon","1"
"10250","0_2bab0d0c-f020-4c97-8f4d-59f7cb34d9d2","0","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10251","0_2babd8a8-e07b-41e6-b015-b5d509d82131","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","1","1","0","Sunday","afternoon","1"
"10252","0_2bac9d05-c64a-44a2-ada0-f315c41c033d","0","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","Sunday","afternoon","0"
"10253","0_2bad4633-f5ff-4d4b-8493-715623fbc50e","0","1","1","1","0","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","Sunday","morning","1"
"10254","0_2baefabc-b094-40d4-b1b3-8951f316747c","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","Saturday","evening","0"
"10255","0_2baefde0-db8e-4f1f-ab8f-b5860467b9da","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","Sunday","afternoon","0"
"10256","0_2bafdbe7-348a-449b-aa01-db9e103f843c","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10257","0_2bb06f2f-c818-43b9-868b-0051c551c179","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10258","0_2bb0bf0f-0b0d-438a-bf16-d27c5c6c3265","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","0","1","1","Sunday","morning","0"
"10259","0_2bb0f0b6-bdea-43d4-8ae4-52800c3be5af","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","Saturday","evening","1"
"10260","0_2bb27cfb-2af3-4c8b-9b26-0c814ade4ae7","0","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1","1","1","0","1","Saturday","latenight","1"
"10261","0_2bb2949b-a17f-4491-8b50-48c2e2306fce","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0","1","Saturday","evening","1"
"10262","0_2bb3115d-5de6-4b71-9df4-e7b19c6d6c5c","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","evening","1"
"10263","0_2bb39efd-20dd-4266-8637-b960a62f9782","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","Saturday","latenight","1"
"10264","0_2bb4d46e-9f40-4716-b202-591960fa4fc6","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","Sunday","afternoon","0"
"10265","0_2bb6c612-2211-4edf-9943-6549d746b5e0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","1","1","0","1","1","1","Saturday","latenight","0"
"10266","0_2bb78da4-5808-4b39-ba06-2c4a9822dab7","0","1","1","0","1","1","0","1","1","1","0","1","1","0","0","1","0","1","0","1","Sunday","afternoon","1"
"10267","0_2bbae8b5-41be-4c45-9279-49e7cd07cd80","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","Sunday","afternoon","1"
"10268","0_2bbb2ba2-97fe-4900-9699-aff78f149b76","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","Sunday","afternoon","1"
"10269","0_2bbb317b-c6b5-43be-abbd-11429c5ffa5c","0","1","1","1","1","1","1","0","1","0","1","1","1","0","1","1","1","0","1","0","Saturday","evening","1"
"10270","0_2bbbe80c-6112-4061-ae67-1de217a3612b","0","0","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","Sunday","afternoon","1"
"10271","0_2bbc2f1b-45d9-4c00-8d74-ee7253415e48","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","Sunday","afternoon","1"
"10272","0_2bbcb909-d321-4b9e-af7c-441f13779e2f","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"10273","0_2bbdf6af-0b71-415a-b6c1-698e9d155fce","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Saturday","latenight","0"
"10274","0_2bc16306-a04e-471c-bc5a-2df1ec5f21f1","0","0","1","1","0","1","1","1","0","1","0","1","1","1","0","1","1","1","0","1","Sunday","morning","1"
"10275","0_2bc1e094-98d4-4135-9062-0d1221d82003","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","Sunday","evening","1"
"10276","0_2bc2b400-e501-495b-942e-5de8ae483518","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","Sunday","evening","1"
"10277","0_2bc40a5d-a2be-4f1f-b993-c3e20a3351d4","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","Sunday","afternoon","0"
"10278","0_2bc496d4-3402-4f42-8607-300f3234e94f","0","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","1","1","1","Saturday","latenight","0"
"10279","0_2bc518ad-f89e-4d90-adeb-13688c6a324e","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","Saturday","evening","1"
"10280","0_2bc53276-065d-4467-9067-7c3aa19cea4c","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10281","0_2bc5a229-9161-4153-8dfc-ac769753ee8a","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Sunday","morning","1"
"10282","0_2bc5fc29-dd0b-4097-a1dc-54c8cfe9f4bf","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","Sunday","evening","1"
"10283","0_2bc6eb54-49c1-42d6-b842-a348d1817870","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","Friday","afternoon","1"
"10284","0_2bc8ec9a-4ee7-45a5-9317-fb0afa0fb209","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","1","0","1","Sunday","afternoon","1"
"10285","0_2bc92100-5f80-4988-bbc8-fa59179e7e45","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","morning","1"
"10286","0_2bc96ea7-6e0a-4343-b776-a5962414e325","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","Sunday","afternoon","0"
"10287","0_2bc9cd3a-d0bf-4990-8a99-cda1d5783e6c","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10288","0_2bc9d0ad-152e-414d-a8f0-250fba1a6c00","0","1","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","Sunday","afternoon","0"
"10289","0_2bcb4f16-ca7b-4ecd-abdf-25f588d43f93","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Friday","latenight","1"
"10290","0_2bcd812d-4aef-4eed-be52-93ef22a56ebf","0","1","1","0","1","1","1","1","0","0","1","1","1","0","1","1","0","1","1","0","Sunday","afternoon","1"
"10291","0_2bcf1e1f-e7b6-4002-bf98-b28bc3e368e9","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","Sunday","afternoon","1"
"10292","0_2bd081d9-776d-4dbe-b23d-be26fdcf4e7a","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","Sunday","afternoon","1"
"10293","0_2bd0d7f2-7986-4097-adce-f70bd2e8494f","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","Sunday","afternoon","1"
"10294","0_2bd33a66-54d4-493c-a05b-3a6b78347c5c","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","Saturday","evening","1"
"10295","0_2bd38b28-0d3f-4b57-94b3-db3d61c24712","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","Sunday","afternoon","1"
"10296","0_2bd4848f-3da7-4f7f-a993-73a9aa054fc2","0","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","Saturday","latenight","1"
